feature_id,road_id,road_part_id,road_name,start_km,finish_km,road_length,geom_length,value_of_the_road,value_of_the_road_gid,geometry_type,geometry,passport_id,road_data_id,full_name,road_number_full,road_number_short,region,city,municipality,owner,category,class_of_road,length_km,start_passport,finish_passport,traffic,traffic_1,capacity,capacity_1,capacity_2,capacity_3,lanes,lanes_1,speed_limit,speed_limit_1,value_of_the_road_passport
2379363,175497,175497,ул Бурлинская,0.0,0.17,0.17,0.172,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9229456.9029, 7369016.960000001, 0], [9229450.112399999, 7369029.004000001, 7.844620014147122], [9229423.6184, 7369075.237599999, 38.07771537776434], [9229413.710900001, 7369092.721000001, 49.479202431060884], [9229351.8173, 7369200.730300002, 120.10847961057797], [9229342.689100001, 7369216.854099996, 130.62085557697847], [9229307.846099999, 7369276.881499998, 170]]]",374752681,374752682,ул Бурлинская,50-401 368 ОП МГ 02050,02050,Новосибирская область,,,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.17,0+000,0+170,[200],200.0,[3600],3600.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
2379285,175317,175317,ул Патронная,0.0,0.35,0.35,0.35,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9233559.5827, 7374675.809199996, 0], [9233620.4745, 7374714.105999999, 41.32616186553821], [9233638.619600002, 7374717.6052, 51.94265563242298], [9233653.9817, 7374721.687600002, 61.07455363422532], [9233827.974, 7374787.784000002, 168.00331486436517], [9233864.1529, 7374777.480700001, 189.614659994298], [9233885.5262, 7374771.065499999, 202.43488068496572], [9233901.778900001, 7374767.954999998, 211.9415772844503], [9233936.510499999, 7374764.067000002, 232.01963860531785], [9234001.7438, 7374770.287900001, 269.6664270513595], [9234035.9188, 7374773.203900002, 289.3714270788286], [9234071.3184, 7374774.759099998, 309.7282396339365], [9234102.710499998, 7374773.3983, 327.78004908642777], [9234141.338399999, 7374771.454300001, 350]]]",374769437,374769438,ул Патронная,50-401 373 ОП МГ 04140,04140,Новосибирская область,,,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.35,0+000,0+350,[200],200.0,[3600],3600.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
2384616,176010,176010,ул Болотная,0.0,0.99,0.99,0.996,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9226738.4809, 7365275.479599997, 0], [9226492.6875, 7365438.773800001, 168.2623402340118], [9226257.914700001, 7365672.750600003, 357.25971478886294], [9226245.669599999, 7365693.7214, 371.10656612445837], [9226233.980999999, 7365737.605099998, 397.00156792240983], [9226222.626400001, 7365761.100500002, 411.881134359065], [9226007.000599999, 7366064.410400003, 624.0788018881669], [9225928.297699999, 7366228.497900002, 727.8476232441409], [9225898.352699999, 7366315.106399998, 780.1005142038454], [9225876.868099999, 7366325.9811, 793.8310027898436], [9225862.9531, 7366342.487300001, 806.1410674627537], [9225801.3935, 7366460.362300001, 881.967515648762], [9225792.042599998, 7366472.596500002, 890.7478029984132], [9225778.684300002, 7366481.917900004, 900.0358542241192], [9225763.544799998, 7366487.355300002, 909.2083181051522], [9225745.0658, 7366487.937899999, 919.7503283557022], [9225728.5905, 7366483.665600002, 929.4553057569155], [9225715.3435, 7366475.121100001, 938.443759592483], [9225649.665, 7366412.979000002, 990]]]",201413727,30952,ул Болотная,50-401 377 ОП МГ 06060,06060,Новосибирская область,г Новосибирск,,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.99,0+000,0+990,[200],200.0,[3600],3600.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
2774076,174224,174224,ул 5-я Кирпичная Горка,0.0,0.82,0.82,0.823,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9234442.781599998, 7369157.743500002, 0], [9234514.441300001, 7369212.682599999, 51.61014803432704], [9234557.005399998, 7369240.942699999, 80.81220635805174], [9234573.560600001, 7369242.540799998, 90.31855604545571], [9234620.7366, 7369231.791900002, 117.97373888808316], [9234656.4137, 7369222.876199998, 138.99259351277732], [9234715.6857, 7369206.711000003, 174.1077044525824], [9234730.614799999, 7369201.933700003, 183.06688723857565], [9234772.416299999, 7369181.032899998, 209.7792528154218], [9234807.051800001, 7369163.7152, 231.91231409357388], [9234836.910100002, 7369164.312299997, 248.98167137530686], [9235263.8825, 7368709.870300002, 605.3845648134253], [9235237.0101, 7368636.419100001, 650.088090306954], [9235279.408799998, 7368623.281499997, 675.45838599842], [9235034.571400002, 7368686.580899999, 820]]]",201412263,29488,ул 5-я Кирпичная Горка,50-401 379 ОП МГ 07041, 07041,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IV,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.82,0+000,0+820,[2000],2000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4442316,374729686,374729689,ул. Затонная,0.0,0.11,0.11,0.108,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9226476.103592971, 7368334.749646954, 0], [9226517.905092815, 7368364.010696845, 29.90137168256851], [9226598.522271086, 7368412.97816809, 85.1760862626486], [9226630.769142393, 7368440.44772513, 110]]]",374729687,374729688,ул. Затонная,50-401 368 ОП МГ 02055,02055,,,,Мэрия города Новосибирска,,,0.11,0+000,0+110,,,,,,,,,,,Автомобильные дороги местного значения
4710249,177382,177382,ул Нарымская,0.0,2.4,2.4,2.067,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9227903.773400001, 7372106.274899997, 0], [9227897.37075679, 7372117.835170101, 8.797411159838425]], [[9227903.773400001, 7372106.274899997, 8.797411159838425], [9227921.250500001, 7372078.8737, 30.4335289503269], [9227943.403099999, 7372046.031300001, 56.806089502525374], [9227986.4837, 7371983.261799999, 107.48801771604238], [9228005.408100002, 7371955.666699998, 129.76347773576938], [9228081.773200002, 7371843.732600004, 219.96991347860563], [9228112.274799999, 7371800.397500001, 255.24848306671802], [9228160.1422, 7371730.828500003, 311.4658074073512], [9228460.5935, 7371295.551100001, 663.5659059902897], [9228496.104400001, 7371243.086199999, 705.7411273050878], [9228547.534000002, 7371166.7214, 767.03278650851], [9228573.360100001, 7371128.442100003, 797.7735213497142], [9228615.772799999, 7371065.68, 848.201093739404], [9228685.681499999, 7370953.953100003, 935.940031378566], [9228689.800299998, 7370947.346600004, 941.1228295517169], [9228693.251200002, 7370941.906099997, 945.4118239881818], [9228711.3963, 7370910.428599998, 969.5993038878703], [9228717.518800002, 7370896.438600004, 979.7655333593352], [9229818.9386, 7369069.363200001, 2400]]]",201414715,31940,ул Нарымская,50-401 ОП МГ 00001,00001,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IВ,Обычная автомобильная дорога (нескоростная автомобильная дорога),2.4,0+000,2+400,[14000],14000.0,"[13800, 16100, 18400]",13800.0,16100.0,18400.0,[7],7.0,[60],60.0,Автомобильные дороги местного значения
4300637,179531,179531,ул Добролюбова,0.0,4.1,4.1,4.111,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9233429.2276, 7362734.6677, 0], [9233443.253899999, 7362755.2425, 14.250103897908255], [9233455.721700002, 7362773.0999, 26.7136871269139], [9233461.8442, 7362782.0286, 32.90920412895318], [9233509.3776, 7362850.7412, 80.72323594572362], [9233583.8504, 7362958.081500001, 155.48756232081826], [9233659.7703, 7363061.347000003, 228.835573483685], [9233712.980999999, 7363136.467699997, 281.51709961068076], [9233722.7771, 7363150.637900002, 291.37541425585914], [9233729.344999999, 7363160.149300002, 297.99012943133874], [9233756.395599999, 7363198.7777, 324.9773297309713], [9233789.680100001, 7363245.1708, 357.65281053292216], [9233970.7969, 7363488.205300003, 531.1074805444957], [9234183.9738, 7363783.855800003, 739.6948612891728], [9234232.175099999, 7363850.829999998, 786.9163974267474], [9234253.4371, 7363879.5612, 807.3710011546875], [9234309.3195, 7363957.6017, 862.3005096229133], [9234408.7278, 7364096.407200001, 960.0046596419479], [9234417.299400002, 7364108.443599999, 968.4608590830741], [9234481.085499998, 7364197.552299999, 1031.1735249450962], [9234493.219300002, 7364213.859899998, 1042.8057855680383], [9234508.024799999, 7364233.662, 1056.9551777492445], [9234517.375599999, 7364246.669299997, 1066.1227172878937], [9234611.7746, 7364378.296599999, 1158.8180261469365], [9234637.1554, 7364412.854000002, 1183.3550129188106], [9234687.137899999, 7364481.192699999, 1231.8071930492276], [9234720.088399999, 7364526.428499997, 1263.833962553485], [9234729.5506, 7364540.212899998, 1273.4020601210962], [9234737.5656, 7364552.0559, 1281.585665695271], [9234826.175900001, 7364685.435699999, 1373.223946001019], [9234882.7262, 7364767.9498, 1430.4696284788827], [9234918.905000001, 7364820.759300001, 1467.1027580169493], [9234931.9294, 7364839.786399998, 1480.2980986099988], [9234964.879999999, 7364887.936700001, 1513.6874872541273], [9235006.9588, 7364949.289899997, 1556.2624140588425], [9235030.001899999, 7364981.1316, 1578.7554714526889], [9235140.542100001, 7365118.013700001, 1679.4423054603526], [9235148.111900002, 7365128.886699997, 1687.024058036647], [9235248.299400002, 7365273.343800001, 1787.6288017508266], [9235348.8209, 7365425.570299998, 1892.0230480993912], [9235451.3462, 7365565.178599998, 1991.1463676247304], [9235497.098499998, 7365629.6439, 2036.3848761317206], [9235564.224100001, 7365714.498199999, 2098.301524289394], [9235634.0214, 7365811.9749, 2166.9104560215046], [9235665.9701, 7365856.636, 2198.3350021256], [9235772.280299999, 7366004.796099998, 2302.6912743685443], [9235880.816799998, 7366161.114799999, 2411.596781410769], [9235915.6598, 7366215.098899998, 2448.3662970079586], [9236041.3904, 7366365.403300002, 2560.507363663341], [9236129.7707, 7366632.932899997, 2721.744678041668], [9236239.649, 7366795.361599997, 2833.968546008338], [9236406.855, 7366692.649400003, 2946.267269080829], [9237923.652199998, 7368020.742700003, 4100]]]",201416493,33718,ул Добролюбова,50-401 379 ОП МГ 07010, 07010,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IV,Обычная автомобильная дорога (нескоростная автомобильная дорога),4.1,0+000,4+100,[2000],2000.0,[3600],3600.0,,,[2],2.0,"[40, 60]",40.0,Автомобильные дороги местного значения
4417771,374728686,374728691,тупик Владимировский,0.0,0.11,0.11,0.147,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9227008.153851844, 7368017.5860844795, 0], [9226919.77353789, 7368095.814605615, 50.73575911942782], [9226916.190552188, 7368122.089834088, 62.13494154114509], [9226921.56503074, 7368152.545212545, 75.4287566778779], [9226927.536673576, 7368172.2516339, 84.28014054702903], [9226920.370702174, 7368212.858805177, 102.00522739617618], [9226922.162195023, 7368231.370897965, 110]]]",374728687,374728688,тупик Владимировский,50-401 368 ОП МГ 02044,02044,,,,Мэрия города Новосибирска,,,0.11,0+000,0+110,,,,,,,,,,,Автомобильные дороги местного значения
4445367,374729885,374729888,ул. Калинина,0.0,0.5,0.5,0.286,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9228547.628231464, 7372318.931806342, 0], [9228571.514802802, 7372334.458077712, 28.553276022739393], [9228593.609881291, 7372321.320463476, 54.31693396238577], [9228761.41304495, 7372434.781677336, 257.3346262826584]], [[9228830.684101827, 7372383.425548961, 257.3346262826584], [9228948.325465672, 7372462.2512343805, 399.26176309287797], [9228954.894272791, 7372470.014370065, 409.4539836651712], [9228966.83755846, 7372489.72079142, 432.5489409673507], [9229027.15115109, 7372519.579005594, 500]]]",374729886,374729887,ул. Калинина,50-401 372 ОП МГ 03134,03134,,,,Мэрия города Новосибирска,,,0.5,0+000,0+500,,,,,,,,,,,Автомобильные дороги местного значения
4698015,374727983,374727986,"Проезд от ул. Богдана Хмельницкого до ул. Богдана Хмельницкого, 14, от ул. Богдана Хмельницкого, 14/3 до ул. Народная,17",0.0,0.12,0.12,0.12,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9232851.506070271, 7375172.807122881, 0], [9232896.293391533, 7375124.436815918, 37.77786234081185]], [[9233178.752097618, 7374986.491866436, 37.77786234081185], [9233273.104054406, 7374878.405131126, 119.99999999999999]]]",374727984,374727985,"Проезд от ул. Богдана Хмельницкого до ул. Богдана Хмельницкого, 14, от ул. Богдана Хмельницкого, 14/3 до ул. Народная,17",50-401 373 ОП МГ 04199,04199,Новосибирская область,,г.о. город Новосибирск,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.12,0+000,0+120,[200],200.0,[3600],3600.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
4709338,176271,176271,ул Залесского,0.0,0.97,0.97,0.964,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9230512.675632419, 7375905.4343422195, 0], [9230538.950860893, 7375885.130756581, 19.158162196649027], [9230559.25444653, 7375869.604485211, 33.90492985387061], [9230847.08763116, 7375574.605329161, 271.6993975004584], [9230854.253602562, 7375544.149950704, 289.7505642267263], [9230863.808231097, 7375529.818007899, 299.6884904027755], [9231318.433058651, 7375067.052247062, 673.9685244398073], [9231676.134464445, 7374699.199048432, 969.9999999999999]]]",201413920,31145,ул Залесского,50-401 372 ОП МГ 03009,03009,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,II,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.97,0+000,0+970,[14000],14000.0,"[3600, 8800]",3600.0,8800.0,,"[2, 4]",2.0,"[40, 60]",40.0,Автомобильные дороги местного значения
4710116,177204,177204,ул Семьи Шамшиных,0.0,3.3,3.3,3.051,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9232122.225499999, 7366615.330799997, 0], [9232124.451900002, 7366618.826300003, 2.569308810458401], [9232141.5951, 7366644.072099999, 21.488122927349604], [9232151.8365, 7366666.599200003, 36.82953490458377], [9232160.408100002, 7366693.981399998, 54.61769105427522], [9232159.628800001, 7366734.957699999, 80.02592218338657], [9232159.2949, 7366751.2705999985, 90.14137419104543], [9232156.2892, 7366778.458800003, 107.09963982051106], [9232148.1629, 7366852.450199999, 153.24711987033473], [9232144.712000001, 7366872.647399999, 165.95001736950175], [9232142.3743, 7366889.931699999, 176.76314277547564], [9232122.5594, 7367030.925700001, 265.03267017507903], [9232114.767099999, 7367086.857900001, 300.04325285118273], [9232108.3105, 7367132.691600002, 328.73883492757693], [9232099.961599998, 7367192.120300002, 365.9440086279259], [9232091.1673, 7367247.859499998, 400.9275044110353], [9232086.158, 7367279.3222, 420.6787743560157], [9232077.029800002, 7367337.781000003, 457.36001727753177], [9232077.475000001, 7367353.1241, 466.8761179589594], [9232059.107299998, 7367469.654799998, 540.0123343606841], [9232049.867800001, 7367528.891999997, 577.1810218641593], [9232037.9566, 7367607.940300003, 626.740980718437], [9232027.269900002, 7367682.522200003, 673.4509745914995], [9232025.0436, 7367697.865900002, 683.0630536605703], [9232022.817200001, 7367713.986599997, 693.1520947382057], [9232008.7909, 7367810.905699998, 753.8639602028205], [9231999.662700001, 7367874.418499999, 793.6439012309025], [9231996.3231, 7367897.726099998, 808.2412389693939], [9231994.096700002, 7367913.458700001, 818.0919911871234], [9231990.089200001, 7367942.2048999965, 836.0858120202741], [9231977.7328, 7368032.717100002, 892.7201659012468], [9231972.7234, 7368070.204300001, 916.1672868430283], [9231970.497000001, 7368086.520000003, 926.3760966783208], [9231967.2687, 7368107.691600002, 939.6533401321651], [9231944.5596, 7368257.836900003, 1033.7959769632687], [9231931.089899998, 7368347.187399998, 1089.8155489723322], [9231916.6184, 7368426.826700002, 1139.997192980404], [9231913.9467, 7368445.862599999, 1151.914343476047], [9231911.497699998, 7368463.733000003, 1163.0968141095345], [9231890.6809, 7368607.4750000015, 1253.140647456093], [9231885.226300001, 7368642.633900002, 1275.1984893571052], [9231870.1981, 7368739.953100003, 1336.2475559491168], [9231867.303800002, 7368758.406999998, 1347.8280799181746], [9231858.0643, 7368819.013700001, 1385.835883891649], [9231856.060600001, 7368832.611400001, 1394.3569362551273], [9231835.2438, 7368968.007200003, 1479.2831250453055], [9231830.902399998, 7368999.2826000005, 1498.8585137251496], [9231825.7817, 7369032.500699997, 1519.6956368141357], [9231813.7592, 7369111.758500002, 1569.394332575424], [9231809.306400001, 7369140.703400001, 1587.5500881145458], [9231805.521499999, 7369166.345899999, 1603.61963438749], [9231801.625300001, 7369190.240099996, 1618.6287085245885], [9231790.938700002, 7369258.232199997, 1661.2985248087668], [9231785.0387, 7369294.753899999, 1684.2340401627316], [9231778.1369, 7369338.269400001, 1711.5490940445118], [9231774.7973, 7369359.444399998, 1724.8389960013446], [9231755.427700002, 7369482.2217999995, 1801.897393861325], [9231751.420200001, 7369506.894100003, 1817.3936780447225], [9231749.416499998, 7369519.9102, 1825.5581833234703], [9231747.1901, 7369531.954999998, 1833.1519648807553], [9231744.741099998, 7369545.359700002, 1841.5998873141066], [9231743.516600002, 7369553.9076000005, 1846.9533350992128], [9231720.8074, 7369701.749499999, 1939.6842715372607], [9231694.9813, 7369867.079400003, 2043.4250850972378], [9231692.420899998, 7369883.398800001, 2053.666213109477], [9231689.860599998, 7369902.826800004, 2065.814920942432], [9231677.838100001, 7369982.4821000025, 2115.757277045165], [9231668.3759, 7370043.292599998, 2153.910973971311], [9231667.1514, 7370051.063900001, 2158.788304524174], [9231662.587299999, 7370078.846600004, 2176.2433174719617], [9231659.804299999, 7370096.137900002, 2187.101177155893], [9231650.7874, 7370150.926399998, 2221.524743144848], [9231639.655499998, 7370223.201300003, 2266.8605995052344], [9231636.4272, 7370245.738700002, 2280.9754850978375], [9231633.6442, 7370266.1391, 2293.740044788129], [9231630.081999999, 7370286.539399996, 2306.5787639209984], [9231622.1783, 7370336.666299999, 2338.039327747622], [9231608.486000001, 7370423.1263, 2392.3090015803105], [9231599.469099998, 7370485.688900001, 2431.496035624406], [9231583.439100001, 7370599.546400003, 2502.7791981670293], [9231580.9901, 7370616.061700001, 2513.1299699237566], [9231557.7243, 7370770.530000001, 2609.9741838257605], [9231554.941300001, 7370786.851400003, 2620.2388297017733], [9231552.381000001, 7370803.561399996, 2630.719245155537], [9231528.8926, 7370959.005000003, 2728.181926406475], [9231527.890700001, 7370966.194399998, 2732.6821337185274], [9231518.985199999, 7371024.6809, 2769.359307140904], [9231499.7269, 7371152.148000002, 2849.280555437453], [9231443.9558, 7371488.119499996, 3060.4194854246084], [9231439.6144, 7371514.546999998, 3077.0230610243702], [9231437.054000001, 7371533.590400003, 3088.935425397059], [9231417.5731, 7371682.830200002, 3182.242949143705], [9231415.458, 7371695.266999997, 3190.0639668275394], [9231395.086599998, 7371816.915299997, 3266.53111941657], [9231386.181000002, 7371870.1613000035, 3300]]]",201414608,31833,ул Семьи Шамшиных,50-401 386 ОП МГ 10002,10002,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,II,Обычная автомобильная дорога (нескоростная автомобильная дорога),3.3,0+000,3+300,[14000],14000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4710169,179148,179148,ул Шевченко,0.0,1.23,1.23,1.229,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9232100.758859279, 7364809.442640819, 0], [9232383.21756535, 7365211.334203615, 281.94259264391286], [9232318.723822728, 7365412.578567144, 403.2355180849185], [9232309.766358476, 7365453.782902705, 427.4375715349154], [9232309.766358476, 7365486.6269382965, 446.2887614256501], [9232316.335165594, 7365516.48515247, 463.83603265771274], [9232324.69546556, 7365537.385902397, 476.75634812531854], [9232343.80472263, 7365566.049788004, 496.5291282711756], [9232463.834743598, 7365736.838773082, 616.3427925855808], [9232491.901464919, 7365757.739523004, 636.427995518806], [9232571.921478901, 7365868.214915448, 714.7226798564277], [9232719.421056906, 7366092.15152176, 868.6295340769275], [9232748.682106797, 7366124.995557352, 893.8768941186963], [9232800.038235173, 7366164.408400059, 931.0331521369451], [9233107.577841165, 7366584.812055629, 1230]]]",201416212,33437,ул Шевченко,50-401 379 ОП МГ 07014, 07014,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,II,Обычная автомобильная дорога (нескоростная автомобильная дорога),1.23,0+000,1+230,"[2000, 6000, 14000]",2000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4573184,374727380,374727385,площадь Гарина-Михайловского,0.0,0.33,0.33,0.333,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9228170.86131377, 7369023.323540278, 0], [9228117.71369254, 7368992.86816182, 34.81094513261614], [9228106.964735437, 7368985.105026135, 42.346064310429796], [9228102.784585454, 7368976.147561883, 47.96354964660853], [9228106.367571155, 7368967.190097631, 53.44615416488546], [9228209.079827912, 7368764.154241248, 182.75434777035701], [9228237.74371352, 7368706.229305751, 219.4826402030506], [9228243.715356354, 7368699.660498632, 224.5276591639612], [9228253.26998489, 7368690.70303438, 231.9705080961451], [9228267.00476341, 7368684.731391545, 240.48173147313145], [9228320.152384639, 7368665.024970191, 272.6945748862544], [9228412.71284858, 7368625.0149631975, 330]]]",374727381,374727382,площадь Гарина-Михайловского,50-401 368 ОП МГ 02040,02040,Новосибирская область,,г.о. город Новосибирск,Мэрия города Новосибирска,II,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.33,0+000,0+330,[6000],6000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4674978,374728188,374728191,Проезд от ул. Олеко Дундича до границы района,0.0,0.14,0.14,0.139,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9235002.649283068, 7375572.71592243, 0], [9234986.525847415, 7375585.853536666, 11.974622474142972], [9234842.012090813, 7375754.851028891, 140]]]",374728189,374728190,Проезд от ул. Олеко Дундича до границы района,50-401 373 ОП МГ 04201,04201,Новосибирская область,,г.о. город Новосибирск,Мэрия города Новосибирска,IV,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.14,0+000,0+140,[2000],2000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4710406,179152,179152,пр-кт Димитрова,0.0,1.15,1.15,1.222,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9228805.127300002, 7367088.411600001, 0], [9228831.9553, 7367106.473099999, 17.45973947284691], [9228860.675700001, 7367127.253600001, 36.59765037039842], [9228905.537500001, 7367162.600100003, 67.43090805799268], [9228939.044599999, 7367192.703000002, 91.74800801790524], [9228955.408599999, 7367209.793700002, 104.52194970551827], [9228970.1028, 7367225.913400002, 116.29736550159059], [9229014.2966, 7367280.487499997, 154.20847896759435], [9229033.6662, 7367307.677599996, 172.23106325666433], [9229052.8132, 7367334.673600003, 190.09861549934783], [9229104.799400002, 7367411.7776999995, 240.30146061596025], [9229146.9894, 7367474.510300003, 281.1148559149065], [9229156.674199998, 7367487.717299998, 289.9563588080291], [9229178.492899999, 7367520.346299998, 311.1468207451955], [9229303.7273, 7367707.771399997, 432.83902031278114], [9229337.5684, 7367760.600900002, 466.70920880652227], [9229351.0381, 7367782.548500001, 480.61128545200125], [9229359.721, 7367796.7271, 489.5870068814477], [9229375.862300001, 7367827.415100001, 508.30614534213305], [9229458.238699999, 7367996.784000002, 609.9828182536771], [9229468.702799998, 7368018.343900003, 622.9206007907727], [9229495.196800001, 7368078.750600003, 658.530436928628], [9229533.936, 7368167.127800003, 710.6240482004002], [9229548.518800002, 7368199.7597, 729.9197522274087], [9229555.865899999, 7368215.492899999, 739.2939412207023], [9229566.997900002, 7368239.578500003, 753.6184013992471], [9229635.904599998, 7368388.366599999, 842.1388707781391], [9229662.6213, 7368446.0568, 876.4610891407165], [9229783.403, 7368707.707500003, 1032.039152530225], [9229802.661200002, 7368749.4714, 1056.86739456525], [9229823.2553, 7368797.840099998, 1085.2480044111899], [9229826.1497, 7368807.164300002, 1090.5187056393183], [9229827.708099999, 7368816.488399997, 1095.622228195323], [9229828.2647, 7368823.675800003, 1099.514028403097], [9229828.042100001, 7368831.445900001, 1103.7105078973323], [9229827.4855, 7368847.7632, 1112.5246727370443], [9229825.927000001, 7368866.023100004, 1122.4182849674999], [9229824.257199999, 7368880.009400003, 1130.022536280668], [9229821.5856, 7368916.917800002, 1150]]]",201416216,33441,пр-кт Димитрова,50-401 ОП МГ 00001,00001,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IВ,Обычная автомобильная дорога (нескоростная автомобильная дорога),1.15,0+000,1+150,[14000],14000.0,[13200],13200.0,,,[6],6.0,[60],60.0,Автомобильные дороги местного значения
4638685,374728335,374728340,"Проезд от ул. Семьи Шамшиных до здания по ул. Семьи Шамшиных, 24/2",0.0,0.13,0.13,0.132,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9232029.50793401, 7367702.04784032, 0], [9232049.214355364, 7367712.796797424, 12.690739105721907], [9232074.29525527, 7367718.171275974, 27.192275615801865], [9232117.888247963, 7367727.72590451, 52.422866633045615], [9232131.0258622, 7367731.906054495, 60.21720830636677], [9232141.177655019, 7367744.446504448, 69.33893939894024], [9232152.523776393, 7367758.040773726, 79.34971063175827], [9232162.675569214, 7367763.415252278, 85.84377661812336], [9232175.81318345, 7367764.609580845, 93.30183443944246], [9232187.75646912, 7367758.63793801, 100.85103280651643], [9232199.102590505, 7367758.040773726, 107.27450902167425], [9232208.657219041, 7367758.040773726, 112.67627565348475], [9232234.335283231, 7367774.761373663, 130]]]",374728336,374728337,"Проезд от ул. Семьи Шамшиных до здания по ул. Семьи Шамшиных, 24/2",50-401 386 ОП МГ 10053,10053,Новосибирская область,,г.о. город Новосибирск,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.13,0+000,0+130,[200],200.0,[3600],3600.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
4710071,179402,179402,ул Малая Плеханова,0.0,0.34,0.34,0.336,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9233880.07154997, 7373248.271779442, 0], [9234005.417296603, 7373282.091124398, 75.34538637432566], [9234014.65681434, 7373285.006592053, 80.96813447730884], [9234022.783137169, 7373288.310790053, 86.05917267502548], [9234076.995729186, 7373312.412041405, 120.49036115978548], [9234095.363445166, 7373318.243000533, 131.67426881043835], [9234299.41207179, 7373370.916195985, 253.97533862560076], [9234443.586711267, 7373405.349525793, 340]]]",201416376,33601,ул Малая Плеханова,50-401 373 ОП МГ 04047,04047,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.34,0+000,0+340,[200],200.0,[3600],3600.0,,,[1],1.0,[40],40.0,Автомобильные дороги местного значения
